1.2872,0.3877
-1.0806,-0.8163
-0.1784,-0.1958
-0.2315,-0.4096
-0.6312,-0.3870
-1.5255,-0.7889
1.0586,0.1877
-0.2605,-0.4345
-1.1595,-0.6896
-1.5911,-0.9987
-0.2357,-0.4328
0.7586,0.1016
1.6112,0.7418
-1.6618,-0.9155
1.6199,0.8094
-1.0579,-0.7381
1.8234,0.6675
1.3617,0.6009
2.3384,0.8358
-1.4329,-0.7254
0.1386,0.0095
0.5720,-0.1901
-0.3299,-0.6529
0.3316,0.1504
0.9188,0.2124
-0.2795,-0.5711
0.3226,0.0399
2.7910,0.9784
0.7733,-0.0202
1.4085,0.3897
-0.3521,-0.1772
-1.4812,-0.9304
0.0757,-0.4143
1.8861,0.6029
-0.2352,-0.3070
-1.0348,-0.8334
0.2877,0.0222
0.0387,-0.2663
1.9396,0.4790
0.9486,0.0495
1.5015,0.6090
1.9501,0.6338
-0.8840,-0.6211
-0.5183,-0.7526
1.3680,0.6420
0.8019,0.2758
-1.1242,-0.9678
1.6682,0.7919
0.5928,0.0308
0.9787,0.0890
1.1646,0.2129
1.1834,0.5209
1.8593,0.7107
-0.1181,-0.2343
-1.1829,-0.8307
1.5229,0.4677
-0.5262,-0.3360
2.2643,0.6795
0.1271,-0.2566
1.4758,0.6564
-0.7280,-0.6470
-0.5503,-0.7410
2.3026,0.7598
-1.1380,-0.9118
1.2131,0.3734
1.1954,0.4675
0.3180,-0.1257
-0.2319,-0.2403
2.2379,0.9593
0.5068,-0.2020
0.6460,-0.1196
-0.5782,-0.6864
0.2299,-0.3479
-0.5649,-0.3719
2.0955,0.7890
-0.3849,-0.5060
0.1559,-0.3786
0.2994,-0.1823
1.2212,0.4160
-0.6854,-0.7127
2.3029,0.7426
-1.0670,-0.8337
-0.0681,-0.0765
-0.9561,-0.9392
1.0664,0.5064
1.3272,0.4001
-1.0231,-0.5710
1.0998,0.3598
1.0420,0.1146
1.6468,0.7014
1.1187,0.1171
2.3197,0.8035
0.0562,-0.1610
-0.3186,-0.2837
0.2088,-0.0220
-0.2089,-0.4881
1.7665,0.8583
0.5523,-0.0665
-0.3637,-0.4920
0.4716,-0.1376
1.7874,0.4051
-0.0068,-0.1953
-1.0124,-0.6363
2.3025,0.7125
1.1429,0.1684
-0.0446,-0.2528
-1.0223,-0.5566
-0.5598,-0.5620
0.2763,0.0445
0.2654,-0.1332
1.3202,0.4826
-1.4034,-0.8591
2.1161,0.6947
1.2353,0.3598
-0.6627,-0.7267
1.6381,0.7168
-0.5226,-0.6003
0.4818,0.2147
0.9734,0.0861
-0.6721,-0.6754
-1.0314,-0.9887
1.1775,0.5430
1.9676,0.5296
0.1942,-0.1579
-1.1578,-0.8864
0.6591,0.1715
-1.2259,-0.6517
1.7651,0.4572
0.2817,0.0686
-0.6173,-0.4939
2.2906,0.8341
2.0303,0.5164
2.0655,0.7741
-0.7343,-0.8624
-1.0394,-0.6329
1.3463,0.4741
1.4834,0.3934
1.1726,0.5540
0.7553,0.0038
0.1224,-0.1490
1.2563,0.2225
1.8027,0.7115
1.0023,0.3416
1.0804,0.0472
-0.0866,-0.4024
1.2291,0.4079
-0.3749,-0.2368
1.0053,0.1354
2.1888,0.7757
1.4456,0.6859
1.7157,0.7976
2.7376,0.8780
1.7585,0.6309
-1.9722,-0.9973
-1.9338,-0.9938
-1.5093,-0.8251
-0.0636,-0.4785
-1.4430,-0.9544
0.2572,-0.1518
-0.1413,-0.3179
0.2332,0.0827
2.6023,0.8523
-0.5174,-0.4030
-0.3786,-0.3238
2.0321,0.7190
-0.1622,-0.3190
-1.0792,-0.7238
0.6868,0.0156
2.3648,0.7133
0.1577,-0.2314
1.0656,0.3914
0.7168,0.2558
0.2407,-0.0992
-0.0783,-0.0528
2.6750,0.8994
-1.0559,-0.8330
-0.6771,-0.4403
0.3079,-0.1060
0.4041,0.1751
2.3727,0.7553
0.3193,-0.0618
0.2977,-0.1252
1.5516,0.4924
0.5520,-0.0642
1.8147,0.7217
-0.0557,-0.0670
0.4488,-0.0038
-0.0024,-0.0251
-0.3439,-0.5411
-1.6198,-0.8289
-0.7762,-0.8652
2.2959,0.7768
-0.1299,-0.5337
1.9597,0.7232
1.0878,0.4235
1.7512,0.7456
2.5110,0.8760
-0.4479,-0.7206
-0.0677,-0.2122
2.6751,0.9611
0.6892,0.2896
2.1827,0.7928
0.3595,-0.0355
-1.2129,-0.9718
0.7527,0.2458
-0.9808,-0.5378
0.5607,0.0549
1.5400,0.4500
0.5617,0.2148
0.8063,0.1767
0.3859,-0.1331
-0.1963,-0.5117
0.0239,-0.1421
-1.5569,-0.9796
1.3195,0.2176
2.5325,0.9160
-1.3763,-0.8091
-1.0978,-0.9288
1.8359,0.7725
-0.7348,-0.5061
-1.9582,-0.9822
1.6344,0.6298
-1.0011,-0.7190
1.8238,0.7597
-1.3276,-0.8092
-0.3472,-0.2949
1.3104,0.1868
1.2009,0.1704
1.0680,0.3354
1.0715,0.2961
0.2985,-0.1333
-0.9513,-0.7205
1.2775,0.5039
-0.0431,-0.5164
0.7855,0.3009
2.2912,0.7147
-1.6299,-0.8313
2.2203,0.9442
-1.1254,-0.9371
1.9860,0.6708
1.5121,0.6714
-0.8484,-0.9003
0.7268,0.0918
2.0241,0.8863
-0.1355,-0.3571
2.1413,0.6129
1.3012,0.2028
1.6410,0.5792
1.6395,0.5984
-1.4900,-0.9009
-0.8119,-0.4336
1.3676,0.3069
0.0906,-0.0207
2.2473,0.9457
1.3898,0.4970
1.1569,0.1357
-0.7829,-0.4021
-0.1315,-0.4878
1.8343,0.7731
0.0375,-0.1064
1.7523,0.6320
-0.8776,-0.8033
1.6410,0.7192
-1.6732,-0.9447
2.5730,0.7983
2.1930,0.7999
0.4008,0.0482
-0.5515,-0.7596
-0.3929,-0.6444
1.0145,0.4122
1.3272,0.6627
-1.1489,-0.9303
1.8991,0.5157
1.9468,0.9142
-0.5895,-0.3143
1.1512,0.2765
-0.0237,-0.3140
-0.6177,-0.5671
1.1523,0.5724
1.5813,0.4462
0.0614,-0.4423
1.2033,0.1649
-0.2027,-0.1580
-1.2772,-0.8159
-1.6620,-0.9519
0.5249,-0.0177
-0.2742,-0.4435
-0.3402,-0.3205
-0.0525,-0.4253
-0.5207,-0.6582
0.3781,-0.2015
1.1417,0.3953
-1.1310,-0.5926
1.3740,0.3327
0.7652,-0.1139
-0.1043,-0.1334
-1.1855,-0.6495
-0.3143,-0.6136
0.9473,0.2328
-0.0722,-0.4620
1.0486,0.1194
1.9659,0.8896
1.1051,0.4289
0.7711,0.3584
2.4465,0.9188
1.8786,0.5507
0.9420,0.2155
1.8198,0.8960
-0.7710,-0.8807
-0.4242,-0.4626
2.2787,0.9734
1.2627,0.5444
0.5271,-0.0493
1.2987,0.3618
0.4187,-0.1661
-0.3259,-0.2397
-0.7901,-0.5735
-0.3243,-0.2341
-1.0307,-0.9407
0.2272,-0.0554
-0.3913,-0.3333
1.9094,0.9517
1.0237,0.1109
1.8826,0.6926
0.1701,-0.1839
0.7190,-0.0760
2.0281,0.6526
2.6329,0.9824
0.2746,0.0479
2.2522,0.8509
1.9160,0.4780
0.8657,0.1349
2.6837,0.9376
2.2825,0.6490
2.7244,0.9192
0.7992,0.2927
-0.4471,-0.2409
0.3574,-0.0469
1.6614,0.8238
-1.4669,-0.9703
-0.4220,-0.6866
0.1352,-0.0569
0.5584,0.0860
-1.3298,-0.8806
1.4630,0.3161
2.3832,0.7793
-1.1085,-0.7807
0.1317,-0.1245
0.0468,-0.4395
2.6818,0.9705
1.1727,0.2175
-0.0381,-0.4925
-0.9594,-0.7348
0.9719,0.0900
1.7634,0.6556
2.1972,0.6740
1.7238,0.6667
-0.4468,-0.5926
1.1541,0.0888
2.0231,0.7499
-1.0861,-0.7580
1.6326,0.7127
1.9225,0.7996
-1.0177,-0.5643
-1.3169,-0.8460
0.2268,-0.0516
1.6822,0.6701
0.6947,-0.0612
0.1868,-0.1725
0.5321,0.0055
-0.7239,-0.7491
-1.3506,-0.7354
2.1074,0.7410
0.7584,0.2059
-0.6042,-0.4694
2.0338,0.7296
-0.9036,-0.8838
0.0296,-0.0845
1.5613,0.4444
0.2578,-0.3220
-0.1960,-0.1976
0.4062,0.0540
2.0735,0.7885
2.0033,0.5567
-1.2211,-0.8613
-0.6079,-0.4424
0.0514,-0.2413
2.0329,0.7293
0.0926,-0.1601
-1.0257,-0.5202
1.0934,0.1953
0.4244,-0.0412
1.9755,0.7971
1.8038,0.8694
1.6301,0.6358
1.0699,0.4178
1.1764,0.4864
2.4126,0.7994
-1.3456,-0.8695
-0.6028,-0.3282
-1.6076,-0.9913
2.0874,0.6562
0.1950,0.0149
0.3769,-0.2677
-0.7742,-0.5467
0.4691,0.0697
-0.6378,-0.4210
-0.9593,-0.8633
-1.5901,-0.8301
-0.7766,-0.8633
-0.2025,-0.1804
-1.2200,-0.7532
0.4592,-0.1140
1.7369,0.7979
-0.0734,-0.2927
-0.7980,-0.7596
1.2053,0.1382
2.2322,0.7501
0.1441,-0.3029
-1.4250,-0.9162
-1.1911,-0.7153
-1.1728,-0.8468
1.1812,0.4811
0.6685,-0.0869
1.3359,0.3365
1.6132,0.3985
1.0793,0.1427
0.9839,0.2574
1.8206,0.7555
1.3370,0.3247
2.4885,0.7508
0.6400,-0.0650
-0.6051,-0.7173
-1.0214,-0.8637
1.4523,0.4285
-0.0152,-0.3840
1.1814,0.3423
1.4748,0.3048
0.1922,0.0621
1.8290,0.4302
0.1180,0.0096
0.4990,-0.0240
0.3943,-0.0043
1.8509,0.8720
0.2813,-0.2214
-0.9177,-0.7657
-0.2553,-0.5192
1.3063,0.3698
2.1683,0.6785
2.4574,0.9403
-0.1953,-0.5697
1.9128,0.5207
0.8440,0.1682
0.4006,-0.1941
0.5132,0.0201
0.8114,-0.0087
0.9280,0.3027
1.9510,0.4874
-0.5140,-0.3961
-1.5687,-0.8208
2.0551,0.6519
0.3895,-0.2208
2.0236,0.5506
-0.9555,-0.6413
-0.7585,-0.7813
2.1589,0.8103
1.9687,0.7527
2.8199,0.9996
2.4089,0.7285
-1.7762,-0.9262
0.8874,0.0894
2.2254,0.9952
0.4429,0.0220
1.7622,0.7470
-0.8866,-0.8596
2.9455,0.9751
2.3406,0.8454
0.9610,0.1285
0.6582,-0.1371
0.0390,-0.3243
1.4512,0.4414
-1.5645,-0.9727
0.1308,-0.2519
2.0540,0.8454
0.5935,0.0930
0.2642,-0.0522
0.4545,-0.0069
-0.2607,-0.3821
2.7139,0.9017
2.1344,0.9640
0.3929,0.0271
2.5445,0.9852
0.3103,-0.0883
-0.0336,-0.1479
-0.5675,-0.5736
-0.3487,-0.6135
1.3920,0.6655
1.3474,0.4533
0.2032,0.0595
1.8796,0.6582
